source_id,latitude,longitude,fish,date,waterbody,source_url,original_source_url,included,inclusion_reason
20309,59.970612,32.339397,Лещ,2023-07-18,Волхов,https://ru.fishermap.org/location/20309/,https://vk.com/public1707795?w=wall-1707795_62153,false,"соседняя река/канал, верхний Волхов или неоднозначная внутренняя точка"
20310,60.268015,32.321594,Судак,2023-07-31,Ладожское озеро,https://ru.fishermap.org/location/20310/,https://vk.com/public1707795?w=wall-1707795_62285,true,Ладожское озеро
20311,60.146112,32.306103,Окунь; Щука,2023-09-04,Ладожское озеро,https://ru.fishermap.org/location/20311/,https://vk.com/public1707795?w=wall-1707795_62598,true,Ладожское озеро
20313,60.027102,31.490503,Плотва,2023-12-09,Ладожское озеро; бухта Петрокрепость,https://ru.fishermap.org/location/20313/,https://vk.com/public1707795?w=wall-1707795_63773,true,Ладожское озеро
20314,60.181919,32.176908,Щука,2023-12-16,Ладожское озеро,https://ru.fishermap.org/location/20314/,https://vk.com/public1707795?w=wall-1707795_64009,true,Ладожское озеро
20315,60.024504,31.495277,Окунь,2024-01-27,Ладожское озеро; бухта Петрокрепость,https://ru.fishermap.org/location/20315/,https://vk.com/public1707795?w=wall-1707795_65280,true,Ладожское озеро
20319,60.051801,31.412675,Окунь; Плотва,2024-02-21,Ладожское озеро; бухта Петрокрепость,https://ru.fishermap.org/location/20319/,https://vk.com/public1707795?w=wall-1707795_65976,true,Ладожское озеро
20321,60.185097,32.173108,Плотва; Щука,2024-03-13,Ладожское озеро,https://ru.fishermap.org/location/20321/,https://vk.com/public1707795?w=wall-1707795_66745,true,Ладожское озеро
20322,60.161998,32.21751,Плотва,2024-03-19,Ладожское озеро,https://ru.fishermap.org/location/20322/,https://vk.com/public1707795?w=wall-1707795_66937,true,Ладожское озеро
20324,60.178317,31.667315,Щука,2024-02-21,,https://ru.fishermap.org/location/20324/,https://vk.com/public162151399?w=wall-162151399_214865,true,целевая прибрежная зона; водоём в метаданных не указан
21215,60.131007,31.608684,Густера,2024-06-07,Ладожское озеро,https://ru.fishermap.org/location/21215/,https://vk.com/public130350672?w=wall-130350672_11330,true,Ладожское озеро
21258,60.483011,32.921424,Окунь; Щука,2024-10-19,Паша; Волго-Балтийский канал,https://ru.fishermap.org/location/21258/,https://vk.com/public1707795?w=wall-1707795_68578,false,"соседняя река/канал, верхний Волхов или неоднозначная внутренняя точка"
21259,60.012398,32.320984,Лещ,2024-10-02,Волхов,https://ru.fishermap.org/location/21259/,https://vk.com/public7871660?w=wall-7871660_14129,false,"соседняя река/канал, верхний Волхов или неоднозначная внутренняя точка"
